,SITE,DISTRICT,SCHOOL_NUMBER,SCHOOL_NAME,COMPLETERS,GRADE,PCT_FEMALE_(W),PCT_MALE_(W),PCT_FEMALE_(B),PCT_MALE_(B),PCT_FEMALE_(H),PCT_MALE_(H),PCT_FEMALE_(A),PCT_MALE_(A),PCT_FEMALE_(PI),PCT_MALE_(PI),PCT_FEMALE_(NA),PCT_MALE_(NA),PCT_FEMALE_(2+),PCT_MALE_(2+),PCT_FEMALE_(TOT),PCT_MALE_(TOT)
674,PALM BEACH_2811,PALM BEACH,2811,VILLAGE ACADEMY ON THE ART & SARA JO KOBACKER CAMPUS,34,12.0,0.0,0.0,0.2647058823529412,0.5588235294117647,0.058823529411764705,0.029411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.029411764705882353,0.38235294117647056,0.6176470588235294
678,PALM BEACH_3101,PALM BEACH,3101,CROSSROADS ACADEMY,18,12.0,0.0,0.0,0.3333333333333333,0.3888888888888889,0.05555555555555555,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3888888888888889,0.6111111111111112
679,PALM BEACH_3251,PALM BEACH,3251,WEST BOCA RATON HIGH SCHOOL,482,12.0,0.32987551867219916,0.2966804979253112,0.05186721991701245,0.04564315352697095,0.11410788381742738,0.10995850622406639,0.012448132780082987,0.014522821576763486,0.0,0.0,0.0,0.004149377593360996,0.008298755186721992,0.012448132780082987,0.516597510373444,0.483402489626556
681,PALM BEACH_3347,PALM BEACH,3347,LEADERSHIP ACADEMY WEST,28,12.0,0.07142857142857142,0.10714285714285714,0.03571428571428571,0.07142857142857142,0.4642857142857143,0.21428571428571427,0.0,0.0,0.0,0.0,0.0,0.0,0.03571428571428571,0.0,0.6071428571428571,0.39285714285714285
683,PALM BEACH_3355,PALM BEACH,3355,RIVIERA BEACH PREPARATORY & ACHIEVEMENT ACADEMY,32,12.0,0.03125,0.0,0.4375,0.4375,0.0625,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53125,0.46875
684,PALM BEACH_3386,PALM BEACH,3386,TOUSSAINT L'OUVERTURE HIGH,15,12.0,0.13333333333333333,0.0,0.26666666666666666,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6
685,PALM BEACH_3396,PALM BEACH,3396,G-STAR SCHOOL OF THE ARTS,231,12.0,0.21645021645021645,0.22943722943722944,0.14285714285714285,0.06926406926406926,0.18614718614718614,0.12121212121212122,0.0,0.0,0.0,0.0,0.0,0.004329004329004329,0.025974025974025976,0.004329004329004329,0.5714285714285714,0.42857142857142855
686,PALM BEACH_3398,PALM BEACH,3398,EVERGLADES PREPARATORY ACADEMY,17,12.0,0.0,0.0,0.4117647058823529,0.4117647058823529,0.0,0.17647058823529413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4117647058823529,0.5882352941176471
688,PALM BEACH_3401,PALM BEACH,3401,QUANTUM HIGH SCHOOL,51,12.0,0.09803921568627451,0.29411764705882354,0.11764705882352941,0.23529411764705882,0.11764705882352941,0.09803921568627451,0.0,0.0196078431372549,0.0,0.0,0.0,0.0,0.0,0.0196078431372549,0.3333333333333333,0.6666666666666666
690,PALM BEACH_3443,PALM BEACH,3443,RIVIERA BEACH MARITIME ACADEMY,45,12.0,0.17777777777777778,0.6,0.044444444444444446,0.08888888888888889,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,0.2222222222222222,0.7777777777777778
691,PALM BEACH_3861,PALM BEACH,3861,SEMINOLE RIDGE COMMUNITY HIGH SCHOOL,570,12.0,0.27017543859649124,0.30526315789473685,0.043859649122807015,0.06666666666666667,0.11929824561403508,0.14210526315789473,0.014035087719298246,0.015789473684210527,0.0,0.0,0.0017543859649122807,0.0017543859649122807,0.008771929824561403,0.010526315789473684,0.45789473684210524,0.5421052631578948
692,PALM BEACH_3971,PALM BEACH,3971,MAVERICKS HIGH SCHOOL AT PALM SPRINGS,133,12.0,0.10526315789473684,0.15037593984962405,0.16541353383458646,0.17293233082706766,0.21052631578947367,0.15037593984962405,0.0,0.0,0.0,0.0,0.007518796992481203,0.0,0.015037593984962405,0.022556390977443608,0.5037593984962406,0.49624060150375937
693,PALM BEACH_7004,PALM BEACH,7004,PALM BEACH VIRTUAL FRANCHISE,27,12.0,0.4074074074074074,0.2222222222222222,0.0,0.037037037037037035,0.18518518518518517,0.07407407407407407,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.037037037037037035,0.6296296296296297,0.37037037037037035
694,PASCO_31,PASCO,31,PASCO HIGH SCHOOL,272,12.0,0.2757352941176471,0.30514705882352944,0.04779411764705882,0.04044117647058824,0.13602941176470587,0.15441176470588236,0.0,0.003676470588235294,0.0,0.0,0.0,0.0,0.025735294117647058,0.011029411764705883,0.4852941176470588,0.5147058823529411
695,PASCO_63,PASCO,63,WESLEY CHAPEL HIGH SCHOOL,295,12.0,0.2847457627118644,0.27796610169491526,0.05084745762711865,0.07457627118644068,0.1152542372881356,0.10847457627118644,0.003389830508474576,0.02711864406779661,0.0,0.0,0.0,0.003389830508474576,0.030508474576271188,0.023728813559322035,0.4847457627118644,0.5152542372881356
696,PASCO_73,PASCO,73,JAMES W. MITCHELL HIGH SCHOOL,399,12.0,0.42105263157894735,0.40601503759398494,0.017543859649122806,0.010025062656641603,0.042606516290726815,0.047619047619047616,0.012531328320802004,0.012531328320802004,0.0,0.0,0.005012531328320802,0.002506265664160401,0.015037593984962405,0.007518796992481203,0.5137844611528822,0.48621553884711777
697,PASCO_90,PASCO,90,WIREGRASS RANCH HIGH SCHOOL,514,12.0,0.26459143968871596,0.2607003891050584,0.06031128404669261,0.054474708171206226,0.14007782101167315,0.1303501945525292,0.017509727626459144,0.02529182879377432,0.0,0.0038910505836575876,0.0019455252918287938,0.0038910505836575876,0.019455252918287938,0.017509727626459144,0.5038910505836576,0.4961089494163424
698,PASCO_101,PASCO,101,SUNLAKE HIGH SCHOOL,374,12.0,0.29411764705882354,0.28342245989304815,0.013368983957219251,0.0481283422459893,0.11229946524064172,0.1443850267379679,0.0213903743315508,0.02406417112299465,0.0,0.00267379679144385,0.00267379679144385,0.00267379679144385,0.026737967914438502,0.02406417112299465,0.47058823529411764,0.5294117647058824
699,PASCO_113,PASCO,113,ANCLOTE HIGH SCHOOL,204,12.0,0.35294117647058826,0.3333333333333333,0.024509803921568627,0.029411764705882353,0.058823529411764705,0.12254901960784313,0.014705882352941176,0.00980392156862745,0.004901960784313725,0.0,0.0,0.00980392156862745,0.024509803921568627,0.014705882352941176,0.4803921568627451,0.5196078431372549
700,PASCO_114,PASCO,114,FIVAY HIGH SCHOOL,268,12.0,0.373134328358209,0.3619402985074627,0.011194029850746268,0.007462686567164179,0.055970149253731345,0.09328358208955224,0.007462686567164179,0.007462686567164179,0.0,0.0,0.0037313432835820895,0.007462686567164179,0.03731343283582089,0.033582089552238806,0.48880597014925375,0.5111940298507462
701,PASCO_131,PASCO,131,ZEPHYRHILLS HIGH SCHOOL,287,12.0,0.3902439024390244,0.3902439024390244,0.024390243902439025,0.027874564459930314,0.059233449477351915,0.0627177700348432,0.003484320557491289,0.017421602787456445,0.0,0.0,0.006968641114982578,0.003484320557491289,0.006968641114982578,0.006968641114982578,0.4912891986062718,0.5087108013937283
702,PASCO_331,PASCO,331,GULF HIGH SCHOOL,258,12.0,0.36046511627906974,0.3023255813953488,0.015503875968992248,0.031007751937984496,0.07751937984496124,0.10852713178294573,0.015503875968992248,0.01937984496124031,0.003875968992248062,0.0,0.007751937984496124,0.0,0.027131782945736434,0.031007751937984496,0.5077519379844961,0.49224806201550386
703,PASCO_471,PASCO,471,RIVER RIDGE HIGH SCHOOL,310,12.0,0.3903225806451613,0.4290322580645161,0.00967741935483871,0.0064516129032258064,0.06451612903225806,0.03870967741935484,0.0032258064516129032,0.00967741935483871,0.0,0.0,0.0032258064516129032,0.0064516129032258064,0.02258064516129032,0.016129032258064516,0.4935483870967742,0.5064516129032258
704,PASCO_521,PASCO,521,HUDSON HIGH SCHOOL,220,12.0,0.4318181818181818,0.37272727272727274,0.00909090909090909,0.004545454545454545,0.07727272727272727,0.05,0.004545454545454545,0.004545454545454545,0.0,0.004545454545454545,0.013636363636363636,0.0,0.013636363636363636,0.013636363636363636,0.55,0.45
705,PASCO_801,PASCO,801,LAND O' LAKES HIGH SCHOOL,376,12.0,0.30319148936170215,0.29521276595744683,0.031914893617021274,0.0398936170212766,0.11702127659574468,0.09308510638297872,0.026595744680851064,0.03723404255319149,0.0,0.0,0.005319148936170213,0.0026595744680851063,0.02925531914893617,0.018617021276595744,0.5132978723404256,0.4867021276595745
706,PASCO_931,PASCO,931,RIDGEWOOD HIGH SCHOOL,209,12.0,0.37799043062200954,0.3157894736842105,0.023923444976076555,0.014354066985645933,0.11961722488038277,0.08133971291866028,0.004784688995215311,0.004784688995215311,0.0,0.0,0.0,0.0,0.03349282296650718,0.023923444976076555,0.5598086124401914,0.44019138755980863
708,PASCO_7004,PASCO,7004,PASCO ESCHOOL-VIRTUAL FRANCHISE,30,12.0,0.5,0.26666666666666666,0.0,0.03333333333333333,0.03333333333333333,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.03333333333333333,0.6666666666666666,0.3333333333333333
710,PINELLAS_251,PINELLAS,251,BAYSIDE HIGH SCHOOL,70,12.0,0.17142857142857143,0.3142857142857143,0.17142857142857143,0.14285714285714285,0.08571428571428572,0.05714285714285714,0.0,0.02857142857142857,0.0,0.0,0.0,0.0,0.014285714285714285,0.014285714285714285,0.44285714285714284,0.5571428571428572
711,PINELLAS_431,PINELLAS,431,BOCA CIEGA HIGH SCHOOL,15,11.0,0.3333333333333333,0.06666666666666667,0.26666666666666666,0.13333333333333333,0.13333333333333333,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.2
712,PINELLAS_431,PINELLAS,431,BOCA CIEGA HIGH SCHOOL,304,12.0,0.19078947368421054,0.18092105263157895,0.2730263157894737,0.21052631578947367,0.05592105263157895,0.019736842105263157,0.023026315789473683,0.006578947368421052,0.0,0.003289473684210526,0.0,0.0,0.01644736842105263,0.019736842105263157,0.5592105263157895,0.4407894736842105
713,PINELLAS_711,PINELLAS,711,CLEARWATER HIGH SCHOOL,340,12.0,0.27647058823529413,0.27058823529411763,0.08235294117647059,0.07352941176470588,0.11764705882352941,0.10588235294117647,0.020588235294117647,0.020588235294117647,0.0058823529411764705,0.0,0.0,0.0,0.014705882352941176,0.011764705882352941,0.5176470588235295,0.4823529411764706
714,PINELLAS_751,PINELLAS,751,COUNTRYSIDE HIGH SCHOOL,14,11.0,0.5714285714285714,0.14285714285714285,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7142857142857143,0.2857142857142857
715,PINELLAS_751,PINELLAS,751,COUNTRYSIDE HIGH SCHOOL,414,12.0,0.2971014492753623,0.3864734299516908,0.033816425120772944,0.043478260869565216,0.07246376811594203,0.06763285024154589,0.028985507246376812,0.033816425120772944,0.0,0.0,0.0,0.0,0.01932367149758454,0.016908212560386472,0.45169082125603865,0.5483091787439613
716,PINELLAS_1031,PINELLAS,1031,DIXIE M. HOLLINS HIGH SCHOOL,11,11.0,0.36363636363636365,0.2727272727272727,0.18181818181818182,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.7272727272727273,0.2727272727272727
717,PINELLAS_1031,PINELLAS,1031,DIXIE M. HOLLINS HIGH SCHOOL,262,12.0,0.3282442748091603,0.2786259541984733,0.04580152671755725,0.04961832061068702,0.0916030534351145,0.06870229007633588,0.04580152671755725,0.03816793893129771,0.0,0.003816793893129771,0.007633587786259542,0.0,0.022900763358778626,0.019083969465648856,0.5419847328244275,0.4580152671755725
718,PINELLAS_1081,PINELLAS,1081,DUNEDIN HIGH SCHOOL,15,11.0,0.4,0.2,0.13333333333333333,0.0,0.06666666666666667,0.13333333333333333,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333
719,PINELLAS_1081,PINELLAS,1081,DUNEDIN HIGH SCHOOL,311,12.0,0.36012861736334406,0.3279742765273312,0.05787781350482315,0.04180064308681672,0.05144694533762058,0.06752411575562701,0.00964630225080386,0.01607717041800643,0.0,0.0,0.006430868167202572,0.012861736334405145,0.03215434083601286,0.01607717041800643,0.5176848874598071,0.48231511254019294
720,PINELLAS_1531,PINELLAS,1531,GIBBS HIGH SCHOOL,12,11.0,0.16666666666666666,0.0,0.5833333333333334,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.25
721,PINELLAS_1531,PINELLAS,1531,GIBBS HIGH SCHOOL,214,12.0,0.1588785046728972,0.07009345794392523,0.3691588785046729,0.29906542056074764,0.03271028037383177,0.018691588785046728,0.009345794392523364,0.009345794392523364,0.0,0.0,0.004672897196261682,0.0,0.014018691588785047,0.014018691588785047,0.5887850467289719,0.411214953271028
723,PINELLAS_2031,PINELLAS,2031,LAKEWOOD HIGH SCHOOL,255,12.0,0.07058823529411765,0.15294117647058825,0.30980392156862746,0.3333333333333333,0.0392156862745098,0.027450980392156862,0.023529411764705882,0.0196078431372549,0.0,0.0,0.0,0.0,0.011764705882352941,0.011764705882352941,0.4549019607843137,0.5450980392156862
725,PINELLAS_2081,PINELLAS,2081,LARGO HIGH SCHOOL,316,12.0,0.2848101265822785,0.31329113924050633,0.08227848101265822,0.06329113924050633,0.060126582278481014,0.056962025316455694,0.04746835443037975,0.04430379746835443,0.0,0.0031645569620253164,0.006329113924050633,0.00949367088607595,0.015822784810126583,0.012658227848101266,0.49683544303797467,0.5031645569620253
728,PINELLAS_2641,PINELLAS,2641,NORTHEAST HIGH SCHOOL,400,12.0,0.3,0.3025,0.0675,0.105,0.0575,0.0525,0.035,0.025,0.0025,0.0025,0.0025,0.005,0.0325,0.01,0.4975,0.5025
730,PINELLAS_3031,PINELLAS,3031,OSCEOLA FUNDAMENTAL HIGH,384,12.0,0.4635416666666667,0.390625,0.018229166666666668,0.0234375,0.041666666666666664,0.03125,0.005208333333333333,0.0026041666666666665,0.0026041666666666665,0.0,0.0,0.0026041666666666665,0.015625,0.0026041666666666665,0.546875,0.453125
733,PINELLAS_3421,PINELLAS,3421,PINELLAS PARK HIGH SCHOOL,429,12.0,0.331002331002331,0.24242424242424243,0.055944055944055944,0.06293706293706294,0.0675990675990676,0.07459207459207459,0.053613053613053616,0.046620046620046623,0.002331002331002331,0.0,0.0,0.006993006993006993,0.030303030303030304,0.02564102564102564,0.5407925407925408,0.4592074592074592
735,PINELLAS_3781,PINELLAS,3781,ST. PETERSBURG HIGH SCHOOL,473,12.0,0.3276955602536998,0.2938689217758985,0.08456659619450317,0.05919661733615222,0.052854122621564484,0.03805496828752643,0.048625792811839326,0.05919661733615222,0.0,0.0,0.0,0.004228329809725159,0.016913319238900635,0.014799154334038054,0.5306553911205074,0.4693446088794926
737,PINELLAS_3921,PINELLAS,3921,SEMINOLE HIGH SCHOOL,443,12.0,0.5033860045146726,0.3295711060948081,0.020316027088036117,0.022573363431151242,0.05869074492099323,0.03611738148984198,0.011286681715575621,0.004514672686230248,0.0,0.0,0.002257336343115124,0.0,0.006772009029345372,0.004514672686230248,0.6027088036117382,0.3972911963882618
739,PINELLAS_4521,PINELLAS,4521,TARPON SPRINGS HIGH SCHOOL,301,12.0,0.4119601328903654,0.34551495016611294,0.03986710963455149,0.023255813953488372,0.07308970099667775,0.03986710963455149,0.013289036544850499,0.009966777408637873,0.0,0.0,0.0,0.0,0.026578073089700997,0.016611295681063124,0.5647840531561462,0.43521594684385384
740,PINELLAS_4681,PINELLAS,4681,PALM HARBOR UNIVERSITY HIGH,14,11.0,0.5,0.35714285714285715,0.0,0.0,0.07142857142857142,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6428571428571429,0.35714285714285715
741,PINELLAS_4681,PINELLAS,4681,PALM HARBOR UNIVERSITY HIGH,602,12.0,0.446843853820598,0.3787375415282392,0.013289036544850499,0.006644518272425249,0.059800664451827246,0.019933554817275746,0.019933554817275746,0.02823920265780731,0.0,0.0,0.0033222591362126247,0.0033222591362126247,0.014950166112956811,0.0049833887043189366,0.5581395348837209,0.4418604651162791
743,PINELLAS_6181,PINELLAS,6181,EAST LAKE HIGH SCHOOL,14,11.0,0.5,0.07142857142857142,0.14285714285714285,0.0,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.8571428571428571,0.14285714285714285
744,PINELLAS_6181,PINELLAS,6181,EAST LAKE HIGH SCHOOL,493,12.0,0.359026369168357,0.45233265720081134,0.008113590263691683,0.02028397565922921,0.0486815415821501,0.05476673427991886,0.016227180527383367,0.02028397565922921,0.0,0.0,0.002028397565922921,0.0,0.008113590263691683,0.010141987829614604,0.4421906693711968,0.5578093306288032
745,PINELLAS_6371,PINELLAS,6371,PINELLAS GULF COAST ACADEMY,16,11.0,0.375,0.3125,0.125,0.0625,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,0.375
746,PINELLAS_6371,PINELLAS,6371,PINELLAS GULF COAST ACADEMY,35,12.0,0.11428571428571428,0.34285714285714286,0.08571428571428572,0.08571428571428572,0.11428571428571428,0.11428571428571428,0.0,0.05714285714285714,0.0,0.0,0.02857142857142857,0.0,0.0,0.05714285714285714,0.34285714285714286,0.6571428571428571
750,PINELLAS_7191,PINELLAS,7191,ST. PETERSBURG COLLEGIATE HIGH SCHOOL,80,12.0,0.475,0.1875,0.05,0.025,0.025,0.0625,0.075,0.0375,0.025,0.0,0.0125,0.0,0.025,0.0,0.6875,0.3125
751,PINELLAS_7371,PINELLAS,7371,NEWPOINT CHARTER SCHOOL,21,12.0,0.3333333333333333,0.38095238095238093,0.047619047619047616,0.0,0.047619047619047616,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.42857142857142855,0.5714285714285714
753,PINELLAS_7491,PINELLAS,7491,PINELLAS MYCROSCHOOL OF INTEGRATED ACADEMICS AND TECHNOLOGIES (MYCROSCHOOL PINELLAS),65,12.0,0.12307692307692308,0.2923076923076923,0.26153846153846155,0.2153846153846154,0.046153846153846156,0.046153846153846156,0.0,0.015384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.4307692307692308,0.5692307692307692
755,PINELLAS_7731,PINELLAS,7731,ENTERPRISE CHARTER HIGH SCHOOL,72,12.0,0.2777777777777778,0.3888888888888889,0.08333333333333333,0.08333333333333333,0.041666666666666664,0.05555555555555555,0.0,0.013888888888888888,0.0,0.0,0.013888888888888888,0.0,0.013888888888888888,0.027777777777777776,0.4305555555555556,0.5694444444444444
758,POLK_31,POLK,31,LAKELAND SENIOR HIGH SCHOOL,383,12.0,0.30548302872062666,0.25326370757180156,0.10966057441253264,0.08616187989556136,0.09399477806788512,0.08093994778067885,0.005221932114882507,0.005221932114882507,0.0,0.0026109660574412533,0.0026109660574412533,0.0026109660574412533,0.033942558746736295,0.018276762402088774,0.5509138381201044,0.4490861618798956
759,POLK_481,POLK,481,WINTER HAVEN SENIOR HIGH SCHOOL,310,12.0,0.20967741935483872,0.22580645161290322,0.16129032258064516,0.14838709677419354,0.12580645161290321,0.07741935483870968,0.00967741935483871,0.0064516129032258064,0.0064516129032258064,0.0,0.0032258064516129032,0.0032258064516129032,0.012903225806451613,0.00967741935483871,0.5290322580645161,0.47096774193548385
760,POLK_791,POLK,791,FORT MEADE MIDDLE/SENIOR HIGH SCHOOL,69,12.0,0.17391304347826086,0.2318840579710145,0.057971014492753624,0.07246376811594203,0.21739130434782608,0.18840579710144928,0.0,0.0,0.0,0.0,0.0,0.0,0.014492753623188406,0.043478260869565216,0.463768115942029,0.5362318840579711
761,POLK_811,POLK,811,AUBURNDALE SENIOR HIGH SCHOOL,283,12.0,0.30742049469964666,0.3462897526501767,0.06713780918727916,0.06007067137809187,0.07773851590106007,0.09540636042402827,0.0035335689045936395,0.0,0.0,0.0035335689045936395,0.007067137809187279,0.0035335689045936395,0.014134275618374558,0.014134275618374558,0.47703180212014135,0.5229681978798587
762,POLK_901,POLK,901,BARTOW SENIOR HIGH SCHOOL,359,12.0,0.2395543175487465,0.31197771587743733,0.0807799442896936,0.06963788300835655,0.10863509749303621,0.0947075208913649,0.019498607242339833,0.022284122562674095,0.0,0.0,0.0,0.0,0.025069637883008356,0.027855153203342618,0.4735376044568245,0.5264623955431755
763,POLK_916,POLK,916,DAVENPORT COMMUNITY CAMPUS,15,12.0,0.3333333333333333,0.26666666666666666,0.06666666666666667,0.13333333333333333,0.06666666666666667,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4666666666666667,0.5333333333333333
764,POLK_937,POLK,937,RIDGE COMMUNITY HIGH SCHOOL,436,12.0,0.1834862385321101,0.1444954128440367,0.08027522935779817,0.08944954128440367,0.24541284403669725,0.20871559633027523,0.016055045871559634,0.006880733944954129,0.0,0.0,0.0022935779816513763,0.0022935779816513763,0.011467889908256881,0.009174311926605505,0.5389908256880734,0.4610091743119266
765,POLK_1051,POLK,1051,TENOROC HIGH SCHOOL,168,12.0,0.30357142857142855,0.23809523809523808,0.06547619047619048,0.07738095238095238,0.17261904761904762,0.09523809523809523,0.0,0.0,0.0,0.0,0.005952380952380952,0.005952380952380952,0.023809523809523808,0.011904761904761904,0.5714285714285714,0.42857142857142855
767,POLK_1131,POLK,1131,MULBERRY SENIOR HIGH SCHOOL,169,12.0,0.3254437869822485,0.23668639053254437,0.05325443786982249,0.05917159763313609,0.15384615384615385,0.14792899408284024,0.005917159763313609,0.005917159763313609,0.0,0.0,0.005917159763313609,0.0,0.0,0.005917159763313609,0.5443786982248521,0.4556213017751479
768,POLK_1181,POLK,1181,KATHLEEN SENIOR HIGH SCHOOL,333,12.0,0.18618618618618618,0.25825825825825827,0.17417417417417416,0.12012012012012012,0.13213213213213212,0.0990990990990991,0.003003003003003003,0.0,0.0,0.0,0.006006006006006006,0.009009009009009009,0.006006006006006006,0.006006006006006006,0.5075075075075075,0.4924924924924925
771,POLK_1671,POLK,1671,MCKEEL ACADEMY OF TECHNOLOGY,164,12.0,0.3719512195121951,0.2926829268292683,0.042682926829268296,0.054878048780487805,0.07926829268292683,0.07317073170731707,0.018292682926829267,0.024390243902439025,0.006097560975609756,0.0,0.006097560975609756,0.0,0.03048780487804878,0.0,0.5548780487804879,0.4451219512195122
773,POLK_1721,POLK,1721,LAKE WALES SENIOR HIGH SCHOOL,267,12.0,0.26217228464419473,0.24344569288389514,0.12359550561797752,0.13108614232209737,0.0749063670411985,0.09363295880149813,0.018726591760299626,0.0149812734082397,0.0,0.0,0.003745318352059925,0.0,0.02247191011235955,0.011235955056179775,0.5056179775280899,0.4943820224719101
775,POLK_1762,POLK,1762,LAKE GIBSON SENIOR HIGH SCHOOL,335,12.0,0.31343283582089554,0.2746268656716418,0.08656716417910448,0.09850746268656717,0.08358208955223881,0.0955223880597015,0.008955223880597015,0.0029850746268656717,0.0,0.0,0.0,0.0,0.029850746268656716,0.005970149253731343,0.5223880597014925,0.47761194029850745
776,POLK_1791,POLK,1791,HAINES CITY SENIOR HIGH SCHOOL,377,12.0,0.10610079575596817,0.07161803713527852,0.13527851458885942,0.1246684350132626,0.2864721485411141,0.1962864721485411,0.01856763925729443,0.021220159151193633,0.0,0.0,0.007957559681697613,0.002652519893899204,0.021220159151193633,0.007957559681697613,0.5755968169761273,0.4244031830238727
777,POLK_1801,POLK,1801,FROSTPROOF MIDDLE/SENIOR HIGH,101,12.0,0.26732673267326734,0.3564356435643564,0.04950495049504951,0.0891089108910891,0.15841584158415842,0.06930693069306931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009900990099009901,0.4752475247524752,0.5247524752475248
778,POLK_1931,POLK,1931,GEORGE W. JENKINS SENIOR HIGH,11,11.0,0.45454545454545453,0.2727272727272727,0.09090909090909091,0.0,0.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5454545454545454,0.45454545454545453
779,POLK_1931,POLK,1931,GEORGE W. JENKINS SENIOR HIGH,457,12.0,0.32166301969365424,0.29540481400437635,0.06345733041575492,0.037199124726477024,0.10284463894967177,0.09846827133479212,0.010940919037199124,0.024070021881838075,0.0,0.0,0.0,0.0087527352297593,0.02188183807439825,0.015317286652078774,0.5207877461706784,0.47921225382932164
781,POLK_1991,POLK,1991,LAKE REGION HIGH SCHOOL,290,12.0,0.23793103448275862,0.20689655172413793,0.1,0.07586206896551724,0.1724137931034483,0.12413793103448276,0.013793103448275862,0.013793103448275862,0.0034482758620689655,0.0,0.010344827586206896,0.0034482758620689655,0.013793103448275862,0.02413793103448276,0.5517241379310345,0.4482758620689655
784,POLK_8003,POLK,8003,POLK STATE LAKELAND GATEWAY TO COLLEGE CHARTER HIGH SCHOOL,17,12.0,0.0,0.23529411764705882,0.35294117647058826,0.17647058823529413,0.11764705882352941,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.5294117647058824,0.47058823529411764
785,POLK_8004,POLK,8004,NEW BEGINNINGS HIGH SCHOOL,37,12.0,0.16216216216216217,0.08108108108108109,0.1891891891891892,0.16216216216216217,0.16216216216216217,0.13513513513513514,0.0,0.0,0.0,0.0,0.0,0.0,0.08108108108108109,0.02702702702702703,0.5945945945945946,0.40540540540540543
786,POLK_8131,POLK,8131,POLK STATE COLLEGE COLLEGIATE HIGH SCHOOL,143,12.0,0.4125874125874126,0.2097902097902098,0.0979020979020979,0.02097902097902098,0.11888111888111888,0.06993006993006994,0.027972027972027972,0.02097902097902098,0.0,0.0,0.0,0.0,0.02097902097902098,0.0,0.6783216783216783,0.32167832167832167
787,POLK_8133,POLK,8133,CHAIN OF LAKES COLLEGIATE HIGH,149,12.0,0.3624161073825503,0.2684563758389262,0.06040268456375839,0.026845637583892617,0.087248322147651,0.0738255033557047,0.013422818791946308,0.026845637583892617,0.0,0.0,0.020134228187919462,0.013422818791946308,0.020134228187919462,0.026845637583892617,0.5637583892617449,0.436241610738255
791,PUTNAM_112,PUTNAM,112,INTERLACHEN HIGH SCHOOL,112,12.0,0.35714285714285715,0.38392857142857145,0.05357142857142857,0.07142857142857142,0.03571428571428571,0.044642857142857144,0.008928571428571428,0.0,0.008928571428571428,0.0,0.0,0.017857142857142856,0.008928571428571428,0.008928571428571428,0.4732142857142857,0.5267857142857143
792,PUTNAM_261,PUTNAM,261,CRESCENT CITY JUNIOR/SENIOR HIGH SCHOOL,72,12.0,0.20833333333333334,0.2222222222222222,0.125,0.1111111111111111,0.18055555555555555,0.1388888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.013888888888888888,0.0,0.5277777777777778,0.4722222222222222
795,PUTNAM_301,PUTNAM,301,PALATKA HIGH SCHOOL,203,12.0,0.3448275862068966,0.270935960591133,0.15763546798029557,0.15763546798029557,0.019704433497536946,0.024630541871921183,0.009852216748768473,0.0,0.0,0.0,0.0049261083743842365,0.0,0.009852216748768473,0.0,0.5467980295566502,0.45320197044334976
797,ST. JOHNS_33,ST. JOHNS,33,ST. JOHNS TECHNICAL HIGH SCHOOL,34,12.0,0.2647058823529412,0.5588235294117647,0.058823529411764705,0.058823529411764705,0.029411764705882353,0.0,0.0,0.029411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.35294117647058826,0.6470588235294118
